Orthogroup	Athaliana_Araport11	Knitens_v1.1	Mpolymorpha_v6	Pmargaritaceum_v1	Ppatens_v3.3
OG0002296	AT3G06110, AT3G23610	kfl00101_0240	Mp1g18400	pm004955g0010, pm004955g0040, pm024257g0020, pm029750g0020	
OG0002297	AT3G06290		Mp1g09900	pm002028g0030, pm003245g0020, pm017807g0010, pm021646g0010, pm206563g0010	Pp3c3_29590
OG0002299	AT3G07130, AT4G13700	kfl00478_0010	Mp1g23830		Pp3c20_11960, Pp3c23_10920, Pp3c23_16530, Pp3c24_19930
OG0002307	AT3G24800	kfl00083_0080		pm001884g0020, pm002990g0040, pm004623g0020	Pp3c11_26150, Pp3c1_21360, Pp3c2_17040, Pp3c2_34310, Pp3c7_700
OG0002311	AT3G47890, AT3G47910	kfl00648_0030		pm011102g0020, pm023355g0010	Pp3c16_3030, Pp3c27_3670
OG0002315	AT3G57170	kfl00433_0110	Mp1g13180		Pp3c24_1230
OG0002319	AT4G05590, AT4G14695, AT4G22310	kfl00209_0090	Mp2g18380, Mp2g25480		Pp3c25_5620, Pp3c6_9270
OG0002323	AT4G17570, AT5G47140	kfl00520_0060	Mp5g09130		Pp3c20_8930, Pp3c24_13550, Pp3c8_19750
OG0002326	AT4G24810, AT5G50330	kfl00086_0070		pm000820g0010, pm009689g0040, pm016902g0020	Pp3c13_11180
OG0002331	AT4G33360		Mp4g11560	pm001074g0010, pm001362g0030, pm004337g0010, pm005558g0010, pm007147g0020, pm007679g0010, pm009214g0030, pm020365g0010, pm043691g0010	Pp3c17_9770
OG0002332	AT4G33380		Mp4g23870	pm000350g0050, pm000835g0010	Pp3c12_23290, Pp3c19_17840, Pp3c19_178400, Pp3c19_178401
OG0002333	AT4G34100	kfl00057_0220	Mp2g15190		Pp3c15_7960, Pp3c15_8020, Pp3c9_10370, Pp3c9_10380
OG0002346	AT5G43160	kfl00170_0070	Mp1g11080		Pp3c20_1020, Pp3c23_22010, Pp3c24_20700, Pp3c8_24940
OG0002349	AT5G53860		Mp3g10630	pm001440g0020, pm014994g0020	Pp3c1_32740
OG0002359		kfl00210_0030	Mp7g14460	pm003156g0010, pm008585g0010, pm016574g0020	Pp3c11_9440, Pp3c14_6660, Pp3c1_34560, Pp3c1_34600, Pp3c1_3670, Pp3c6_24250
OG0002360		kfl00353_0070	Mp1g21080	pm000490g0050	Pp3c11_10940, Pp3c11_11020, Pp3c1_14000, Pp3c7_13410, Pp3c8_20590
OG0002379	AT1G05860, AT2G31600, AT3G53860	kfl00061_0440	Mp1g09790		Pp3c19_22960
OG0002399	AT1G21140, AT1G76800, AT3G25190, AT3G43630, AT3G43660	kfl00034_0180, kfl00048_0270	Mp7g18180		Pp3c11_26180, Pp3c20_1770
OG0002400	AT1G21750, AT1G77510		Mp3g15650, Mp3g15680	pm011560g0010, pm024509g0020, pm026538g0010	Pp3c15_5480
OG0002402	AT1G24290	kfl00124_0070	Mp3g24920		Pp3c23_21270, Pp3c23_212700, Pp3c24_11680
OG0002409	AT1G31760, AT2G14880, AT2G35605, AT3G03590, AT4G26810, AT4G34290	kfl00353_0110	Mp8g06280		Pp3c15_3710
OG0002416	AT1G49730, AT3G19300		Mp4g02680	pm000292g0060, pm000318g0010, pm000440g0040, pm028424g0010	Pp3c13_18000
OG0002427	AT1G73930	kfl00880_0030	Mp6g11200		Pp3c12_18170, Pp3c12_181700, Pp3c4_11450
OG0002430	AT1G77320	kfl00063_0090	Mp2g09610		Pp3c19_810, Pp3c3_700, Pp3c3_7000
OG0002433	AT2G03260, AT3G23430	kfl00633_0050	Mp7g19040, Mp7g19050, Mp7g19080		Pp3c20_8050, Pp3c8_18880
OG0002436	AT2G14680	kfl00076_0120	Mp2g04080		Pp3c7_18650
OG0002437	AT2G16070	kfl00013_0480	Mp1g19910		Pp3c17_18860, Pp3c1_32220, Pp3c22_17090, Pp3c2_5300
OG0002440	AT2G19750, AT4G29390, AT5G56670		Mp2g24290, Mp8g09080	pm002760g0040	Pp3c1_420, Pp3c2_28870, Pp3c2_29010, Pp3c7_26650
OG0002441	AT2G20570, AT5G44190	kfl00316_0100	Mp7g09740		Pp3c11_21140, Pp3c7_5800
OG0002487	AT3G19920, AT5G64230		Mp4g19790, Mp8g05270	pm002670g0020, pm015764g0010, pm029226g0010	Pp3c17_11300, Pp3c17_11302, Pp3c2_10560
OG0002490	AT3G23570, AT3G23600	kfl00865_0030	Mp4g18290, Mp5g09160, Mp6g21170		Pp3c10_8950, Pp3c20_23560, Pp3c8_20410
OG0002493	AT3G26990, AT5G10060, AT5G65180	kfl00050_0320	Mp6g09520		Pp3c14_13470, Pp3c6_12550
OG0002499	AT3G47060, AT5G58870		Mp1g19790	pm007178g0010, pm020256g0020, pm023581g0010	Pp3c23_7140, Pp3c23_7144, Pp3c23_71440, Pp3c23_71441, Pp3c23_71442
OG0002511	AT3G63390	kfl00116_0280	Mp4g19610		Pp3c24_16150, Pp3c8_19140, Pp3c8_191400
OG0002528	AT4G38440	kfl00445_0060	Mp3g06810		Pp3c14_25290, Pp3c6_25040
OG0002531	AT5G05970	kfl00008_0160	Mp1g22680		Pp3c13_5000, Pp3c26_11450, Pp3c3_3110, Pp3c4_30600
OG0002535	AT5G11470		Mp4g18660	pm000116g0060, pm000116g0070, pm007224g0030, pm007825g0010, pm022138g0010	Pp3c13_13290
OG0002537	AT5G12920	kfl00071_0100	Mp1g11920		Pp3c6_27180
OG0002540	AT5G17640	kfl00091_0320	Mp3g09520		Pp3c16_2850, Pp3c5_6730, Pp3c6_18500, Pp3c6_185000
OG0002545	AT5G24740	kfl00055_0280	Mp7g13250		Pp3c15_25690
OG0002552	AT5G45420		Mp2g14450	pm000566g0110, pm005269g0010	Pp3c20_16540, Pp3c23_9310, Pp3c24_8050
OG0002557	AT5G61850	kfl00773_0030	Mp1g02860		Pp3c13_8760, Pp3c3_11670
OG0002560		kfl00118_0140, kfl00319_0170, kfl00422_0130	Mp6g18970	pm001292g0040, pm001406g0070, pm002153g0020, pm004330g0010, pm118466g0010	Pp3c2_14470, Pp3c6_5330
OG0002561		kfl01142_0020	Mp2g22790, Mp3g04700	pm002730g0020, pm006958g0040, pm007993g0020, pm010711g0020, pm182446g0010	Pp3c15_210, Pp3c20_7870
OG0002562		kfl00030_0410, kfl00429_0060, kfl00429_0065, kfl00999_0010, kfl00999_0015, kfl00999_0030	Mp2g05910, Mp6g13670	pm000345g0010, pm002246g0060, pm017443g0020	Pp3c25_7150, Pp3c6_9550
OG0002564		kfl00059_0020	Mp3g20480	pm000238g0030, pm003545g0020, pm003545g0040	Pp3c1_9690, Pp3c3_2820
OG0002565		kfl00079_0110	Mp4g10130, Mp4g12740, Mp4g20480	pm002109g0020, pm002268g0020, pm003509g0020, pm006621g0010, pm007346g0020, pm007353g0030, pm009093g0020, pm040036g0010	Pp3c13_21490
OG0002566		kfl00238_0120	Mp2g16790	pm001162g0030	Pp3c1_5400, Pp3c2_32440
OG0002567		kfl00173_0200	Mp2g15290	pm003140g0020, pm016041g0030, pm022315g0020	Pp3c10_16350, Pp3c14_17300, Pp3c2_14400
OG0002568		kfl00262_0090	Mp3g07470	pm004195g0030, pm004195g0040, pm011730g0030, pm016197g0010	Pp3c13_10410
OG0002581	AT1G02670, AT1G05120	kfl00316_0020, kfl01074_0030	Mp7g11900	pm001288g0110, pm011918g0010, pm012480g0040, pm067489g0010	
OG0002583	AT1G03630, AT4G27440, AT5G54190	kfl00167_0070	Mp8g17840		Pp3c12_20650, Pp3c4_8470
OG0002585	AT1G05060	kfl00762_0020		pm005899g0020, pm007404g0030, pm014336g0020	Pp3c23_20260
OG0002589	AT1G10320	kfl00412_0160	Mp8g15710		Pp3c3_25240
OG0002590	AT1G10410, AT1G13970, AT1G59650, AT3G29180, AT5G39430	kfl00573_0040	Mp3g09980	pm003025g0010, pm006904g0050, pm057868g0010, pm095755g0010	
OG0002603	AT1G19370, AT1G75140	kfl00007_0080	Mp2g17850		Pp3c10_23930, Pp3c20_21760
OG0002605	AT1G20925, AT1G76520, AT1G76530, AT2G17500, AT5G65980	kfl00099_0040, kfl00379_0030	Mp2g19270		Pp3c7_11130
OG0002607	AT1G23800, AT3G24503, AT3G48000	kfl00198_0100	Mp8g17680		Pp3c4_32160, Pp3c5_19590
OG0002612	AT1G29160, AT2G34140	kfl00762_0030		pm008422g0010, pm024247g0010	Pp3c12_22390, Pp3c14_24190, Pp3c17_23300
OG0002623	AT1G46264	kfl00260_0030	Mp4g12230		Pp3c18_9360, Pp3c21_18820, Pp3c22_9250, Pp3c7_4270
OG0002630	AT1G63855		Mp4g18030	pm004545g0010, pm010967g0060, pm010967g0070, pm034076g0010	Pp3c3_3170, Pp3c3_3178
OG0002634	AT1G67340, AT5G50450	kfl00275_0120	Mp1g18040, Mp2g21990, Mp8g10750	pm000132g0140, pm004909g0010, pm009978g0010, pm013033g0020, pm018263g0020, pm030664g0010, pm164038g0010	
OG0002649	AT1G77460, AT2G22125		Mp5g20900	pm003539g0050, pm005233g0030, pm014083g0010	Pp3c19_16450, Pp3c19_16600, Pp3c22_14800
OG0002650	AT1G79310, AT1G79320, AT1G79330, AT1G79340	kfl00100_0020	Mp5g11730, Mp6g02940		Pp3c1_20350, Pp3c2_20840
OG0002657	AT2G14860, AT4G33905, AT5G43140	kfl00166_0030		pm001432g0040, pm003058g0020, pm316128g0010	Pp3c15_810, Pp3c18_10610
OG0002658	AT2G16060, AT3G10520	kfl00012_0190	Mp1g11430, Mp6g00480, Mp6g00500		Pp3c22_15040, Pp3c26_2330
OG0002661	AT2G19110, AT4G30110, AT4G30120	kfl00136_0120	Mp1g13140		Pp3c2_8660, Pp3c6_24750
OG0002663	AT2G26280	kfl00570_0020		pm001157g0010, pm009374g0010	Pp3c26_4880, Pp3c4_25250
OG0002666	AT2G30890, AT4G18260	kfl00226_0040	Mp7g04810		Pp3c1_28990, Pp3c21_1640, Pp3c2_10210
OG0002667	AT2G32290, AT4G15210	kfl00337_0020		pm007369g0010, pm048875g0010, pm092302g0010	Pp3c20_7860, Pp3c20_78601
OG0002669	AT2G32970	kfl00006_0510	Mp5g15500		Pp3c17_9940, Pp3c9_1750
OG0002694	AT3G06930, AT5G49020	kfl00122_0070		pm038980g0010	Pp3c11_14160, Pp3c1_7870
OG0002696	AT3G11620	kfl00009_0570		pm000659g0080, pm000721g0040, pm001993g0020	Pp3c13_7330
OG0002698	AT3G27325	kfl00347_0080	Mp5g03640		Pp3c12_23520, Pp3c14_5780, Pp3c3_36830
OG0002699	AT3G27390, AT4G12680, AT4G37030, AT5G40640	kfl00076_0190	Mp6g14800		Pp3c3_21970, Pp3c5_2850, Pp3c6_21790
OG0002703	AT3G45310, AT5G60360		Mpzg01340	pm000531g0050, pm001369g0050, pm010644g0020	Pp3c9_5330
OG0002709	AT3G49880, AT5G67540		Mp5g20130	pm001391g0080, pm017946g0020	Pp3c24_11410, Pp3c24_13530
OG0002712	AT3G51100	kfl00282_0110	Mp7g03520		Pp3c13_5050, Pp3c14_16330, Pp3c26_11470, Pp3c3_3130
OG0002715	AT3G53180		Mp5g24520	pm010908g0010, pm017428g0030, pm017428g0040, pm036161g0010, pm103004g0010	Pp3c14_19260, Pp3c1_32960, Pp3c22_1270
OG0002719	AT3G59710, AT5G51030, AT5G61830	kfl00173_0190		pm005079g0010, pm005079g0020, pm039701g0010, pm056732g0010	Pp3c25_5510
OG0002725	AT4G10310		Mp7g13910	pm001446g0030, pm004557g0030, pm004557g0050, pm006002g0020, pm007987g0020, pm008172g0020, pm032805g0010, pm034191g0030, pm045736g0010, pm175593g0010	Pp3c1_15810
OG0002736	AT4G24040	kfl00345_0170	Mp1g10930, Mp2g20040		Pp3c16_7830, Pp3c23_11240, Pp3c24_9748, Pp3c24_9750, Pp3c5_16470
OG0002758	AT5G19400	kfl00946_0010	Mp8g12080		Pp3c11_18290, Pp3c7_5420
OG0002761	AT5G20660	kfl00029_0490	Mp1g25100		Pp3c15_14500, Pp3c9_12500
OG0002765	AT5G40740	kfl00370_0110	Mp5g13490		Pp3c13_14720, Pp3c13_14730, Pp3c3_25790, Pp3c4_18170
OG0002768	AT5G52500	kfl00017_0170	Mp2g16980, Mp6g01440		Pp3c13_6400, Pp3c3_2450, Pp3c5_24720, Pp3c6_3920
OG0002772	AT5G58040	kfl00181_0130	Mp5g14310		Pp3c11_22610, Pp3c7_2840
OG0002777		kfl00163_0070	Mp8g15730	pm005902g0010, pm009497g0040, pm026416g0030, pm033278g0010, pm086360g0010, pm094915g0010	Pp3c27_7750
OG0002778		kfl00535_0100	Mp2g15600	pm006261g0040, pm008021g0010, pm009070g0040, pm009981g0010, pm009981g0020	Pp3c11_25910
OG0002780		kfl00029_0480	Mp1g18660	pm000629g0050, pm015341g0010, pm023555g0010	Pp3c16_12870, Pp3c27_5480
OG0002781		kfl00366_0110	Mp6g10490	pm000110g0010, pm003000g0010, pm004074g0010, pm021876g0010, pm023260g0010, pm227191g0010	Pp3c16_1440, Pp3c5_11220
OG0002782		kfl00659_0060	Mp8g07390	pm000274g0050, pm004492g0020, pm010720g0010, pm030414g0010, pm054265g0010	Pp3c12_13650, Pp3c4_6860
OG0002800	AT1G05370	kfl00063_0160	Mp6g10260		Pp3c16_18230, Pp3c1_24930, Pp3c25_7490, Pp3c6_16090
OG0002805	AT1G08600	kfl00147_0050	Mp5g21000		Pp3c14_22150
OG0002814	AT1G14210, AT1G14220, AT1G26820, AT2G02990	kfl00032_0190, kfl00064_0130, kfl00894_0010	Mp2g08570		Pp3c1_22510, Pp3c2_17290
OG0002817	AT1G15060, AT1G73750	kfl00148_0200		pm000898g0030	Pp3c6_12730, Pp3c8_17160
OG0002818	AT1G15110	kfl00515_0090	Mp7g05610		Pp3c26_4170, Pp3c4_15740
OG0002822	AT1G19860	kfl00859_0040	Mp7g15780		Pp3c5_3550, Pp3c6_19540
OG0002823	AT1G21770, AT1G77540		Mp2g03010	pm001093g0060, pm009814g0030	Pp3c12_9490
OG0002824	AT1G21870, AT1G77610	kfl00084_0020, kfl00641_0010		pm000136g0080, pm005628g0040, pm038665g0010	Pp3c26_10920, Pp3c4_24270
OG0002829	AT1G24650, AT1G66150, AT2G01820, AT3G23750		Mp3g08670	pm007034g0010	Pp3c10_2340, Pp3c15_17310, Pp3c15_17314
OG0002832	AT1G27760	kfl00045_0230	Mp5g15480		Pp3c20_9970, Pp3c23_4310
OG0002837	AT1G34200, AT4G09670	kfl00573_0050		pm000525g0040	Pp3c23_6070, Pp3c23_60700, Pp3c23_60701, Pp3c6_14500
OG0002838	AT1G35250, AT1G35290, AT1G68260, AT1G68280	kfl00177_0150	Mp6g00600	pm010573g0010, pm020249g0010, pm079908g0010	
OG0002841	AT1G42430	kfl00045_0180	Mp5g06470		Pp3c11_25930, Pp3c7_400
OG0002845	AT1G53250, AT1G53800	kfl00406_0040	Mp6g14930		Pp3c20_11380, Pp3c23_5090
OG0002852	AT1G57680	kfl00049_0140	Mp7g07680, Mp7g11920		Pp3c1_36080, Pp3c2_5540
OG0002856	AT1G62370, AT3G25030, AT4G03965, AT4G22250	kfl00240_0140		pm005244g0040, pm010134g0020	Pp3c11_1170, Pp3c7_25100
OG0002859	AT1G64660	kfl00037_0110		pm078664g0010	Pp3c13_23730, Pp3c7_23100
OG0002861	AT1G67060		Mp7g08780	pm019207g0020, pm031720g0020	Pp3c23_12480, Pp3c23_124800
OG0002871	AT2G04340	kfl00603_0100	Mp5g18160, Mp5g181600, Mp5g181601, Mp5g181602, Mp5g181603, Mp5g181604, Mp5g181605		Pp3c22_13450
OG0002878	AT2G20110, AT4G29000	kfl00264_0050	Mp6g18860		Pp3c20_9210, Pp3c23_7680
OG0002882	AT2G21620		Mp5g17000	pm000169g0040, pm000365g0030, pm020279g0040	Pp3c13_4400, Pp3c13_44000
OG0002884	AT2G22250	kfl00305_0130	Mp5g21220		Pp3c1_16910
OG0002894	AT2G33735, AT5G16650		Mp1g05320	pm006980g0020, pm010934g0060	Pp3c12_15530, Pp3c4_11330
OG0002906	AT2G47070, AT3G60030	kfl00979_0030	Mp1g13640		Pp3c14_18960, Pp3c17_12760, Pp3c3_23940
OG0002908	AT2G47300	kfl00018_0340	Mp3g16910		Pp3c2_6540
OG0002917	AT3G08020, AT3G52100	kfl00612_0050	Mp1g10850		Pp3c8_14490
OG0002932	AT3G42630	kfl00163_0180	Mp1g26750		Pp3c3_31860, Pp3c4_3090
OG0002934	AT3G50100, AT5G05540, AT5G67240	kfl00208_0110	Mp1g15620		Pp3c18_20990
OG0002937	AT3G53270	kfl00198_0180	Mp1g19720		Pp3c16_3150
OG0002943	AT3G54480	kfl00139_0320		pm000250g0110, pm001253g0030	Pp3c5_2560
OG0002944	AT3G54890	kfl00100_0170	Mp2g15420		Pp3c13_14980, Pp3c3_12510, Pp3c4_29150, Pp3c4_29270
OG0002977	AT4G36050	kfl00348_0160	Mp1g28900		Pp3c17_13320
OG0002983	AT5G09250	kfl00232_0150	Mp2g17130		Pp3c7_24660
OG0002988	AT5G14780	kfl00145_0160, kfl00145_0170	Mp3g14970		Pp3c16_11630
OG0003005	AT5G42470	kfl00370_0020	Mp8g00950		Pp3c4_9730
OG0003020		kfl00141_0080	Mp1g24760	pm011029g0020, pm014468g0040, pm018099g0010, pm019318g0040	Pp3c10_14080
OG0003022		kfl00009_0780	Mp1g01570	pm000689g0040, pm010541g0030, pm013030g0020, pm014317g0020, pm173920g0010	Pp3c14_19310
OG0003025		kfl00055_0035, kfl00742_0080	Mp8g10560	pm009019g0020, pm011851g0020, pm017381g0010, pm018047g0030	Pp3c4_13060
OG0003026		kfl00100_0340	Mp7g09500	pm004970g0020, pm007372g0020	Pp3c14_26340
OG0003028		kfl00160_0230	Mp7g16120	pm010348g0020	Pp3c10_21040, Pp3c24_710
OG0003030		kfl00250_0070, kfl00250_0080	Mp3g12040	pm013316g0010	Pp3c19_20830, Pp3c21_16130
OG0003031		kfl00152_0180	Mp6g13300	pm007937g0010, pm024441g0010, pm080159g0010	Pp3c16_5230
OG0003034		kfl01069_0020	Mp3g21780	pm028255g0010	Pp3c16_21630, Pp3c6_3110
OG0003048	AT1G01290		Mp6g07100	pm000169g0130, pm000365g0120, pm005497g0050	Pp3c20_11370, Pp3c20_113700
OG0003058	AT1G08630, AT3G04520		Mp2g18980	pm005055g0060, pm006490g0010	Pp3c4_31180
OG0003059	AT1G08910, AT5G41580		Mp1g26420	pm003108g0040, pm004004g0020, pm024243g0010	Pp3c25_1090
OG0003061	AT1G09230	kfl00155_0020	Mp4g15540		Pp3c5_17010
OG0003067	AT1G12930	kfl00002_0380	Mp2g19530		Pp3c10_7760, Pp3c14_8290, Pp3c14_8293
OG0003075	AT1G18950, AT5G25580	kfl00226_0080	Mp3g01850		Pp3c1_8040, Pp3c1_8046, Pp3c2_28330, Pp3c2_28350
OG0003079	AT1G19480, AT1G75230, AT3G50880	kfl00459_0070	Mp1g03830		Pp3c16_1250, Pp3c6_17700
OG0003086	AT1G29680	kfl00456_0150		pm009583g0020, pm012561g0010, pm012561g0020, pm015310g0020	Pp3c25_4290, Pp3c6_9820
OG0003087	AT1G30120, AT2G34590	kfl01813_0280, kfl01813_1310	Mp6g00740		Pp3c24_19300, Pp3c8_21910
OG0003102	AT1G52330, AT4G13270	kfl00013_0390	Mp4g06440, Mp7g15290		Pp3c18_21320, Pp3c25_2360
OG0003110	AT1G64810, AT3G21740, AT5G57930, AT5G61930	kfl00257_0020	Mp8g06470		Pp3c1_33440
OG0003119	AT1G68560, AT3G45940	kfl00527_0060	Mp8g10230, Mp8g10240		Pp3c3_14330, Pp3c4_14860
OG0003126	AT1G75020, AT3G18850	kfl00129_0110	Mp5g06040		Pp3c11_16130
OG0003130	AT2G01905	kfl00053_g35	Mp6g13410		Pp3c10_19450
OG0003131	AT2G04270	kfl00704_0030	Mp7g15630		Pp3c4_14910
OG0003135	AT2G07698, ATCG00120, ATMG01190	kfl01813_0980, kfl01814_0290	Mp5g21420	pm006273g0020, pm007413g0060	
OG0003147	AT2G25890, AT4G25140		Mp2g16900, Mp5g10430	pm009231g0010, pm009882g0020, pm013096g0020, pm013127g0010	Pp3c1_28680, Pp3c2_9940
OG0003163	AT3G01040, AT5G15470	kfl00095_0020	Mp3g04920		Pp3c23_9440, Pp3c24_12550, Pp3c24_3950
OG0003166	AT3G01890, AT5G14170	kfl00705_0030	Mp4g15340		Pp3c3_28590, Pp3c4_3810, Pp3c8_6950
OG0003179	AT3G11240, AT5G05700	kfl00452_0020	Mp7g19210		Pp3c3_24950
OG0003192	AT3G21070	kfl00372_0020	Mp6g01330		Pp3c25_12850, Pp3c6_3660
OG0003203	AT3G45470, AT3G53690	kfl00462_0120		pm000009g0020, pm008423g0010, pm012364g0020, pm013956g0010, pm055158g0010	Pp3c16_13540, Pp3c5_8660
OG0003207	AT3G50380	kfl00233_0185	Mp6g07390		Pp3c8_13080
OG0003208	AT3G50690	kfl00007_0410	Mp8g06070		Pp3c1_12220, Pp3c1_12230, Pp3c2_24900, Pp3c2_24950
OG0003209	AT3G50920, AT5G66450	kfl00001_0550	Mp8g11750, Mp8g11760	pm008779g0030, pm013928g0030, pm015488g0040, pm019525g0020, pm024006g0020	
OG0003213	AT3G54380	kfl00306_0110	Mp6g17060		Pp3c19_5190, Pp3c21_2030
OG0003217	AT4G01037, AT5G62990		Mp3g04080	pm000073g0070, pm004206g0030, pm005553g0030	Pp3c18_21300, Pp3c26_560, Pp3c9_20510
OG0003222	AT4G09100		Mp1g27170, Mp2g11860	pm021560g0010, pm021562g0010	Pp3c14_14600, Pp3c1_32230
OG0003228	AT4G15530		Mp7g14390	pm000065g0020, pm009845g0010, pm014012g0010, pm020175g0010	Pp3c5_22540
OG0003230	AT4G16310	kfl00993_0020		pm032559g0010, pm047782g0010	Pp3c1_1170, Pp3c1_6380, Pp3c1_6385, Pp3c2_35420, Pp3c2_35433
OG0003231	AT4G20410	kfl00002_0300	Mp8g10930		Pp3c19_23300, Pp3c19_233000, Pp3c19_233001, Pp3c19_233002
OG0003236	AT4G25850, AT4G25860, AT5G57240	kfl00194_0020	Mp4g05320		Pp3c25_70
OG0003246	AT4G37480	kfl00064_0020	Mp6g20170		Pp3c5_10140
OG0003247	AT5G02820	kfl00001_0250	Mp4g06530		Pp3c8_12030, Pp3c8_120300, Pp3c8_120301, Pp3c8_120302, Pp3c8_120303, Pp3c8_120304, Pp3c8_120305
OG0003250	AT5G06680	kfl00028_0270	Mp1g20710		Pp3c20_16750, Pp3c24_16220, Pp3c8_15910
OG0003254	AT5G17240	kfl00888_0020	Mp6g08070, Mp6g08080		Pp3c1_22230
OG0003263	AT5G23440		Mp1g05570	pm000728g0030, pm006162g0020, pm023511g0010	Pp3c26_13800, Pp3c26_13840, Pp3c4_29510, Pp3c4_31020
OG0003275	AT5G44750	kfl00109_0260	Mp8g04460		Pp3c22_4740
OG0003280	AT5G54440	kfl00020_0330	Mp2g04830		Pp3c26_12060, Pp3c3_4080
OG0003297		kfl00154_0090	Mp1g08750	pm002412g0020	Pp3c3_2860, Pp3c3_28600, Pp3c3_28601
OG0003298		kfl00049_0270	Mp7g10480	pm003161g0010, pm009262g0020	Pp3c18_7980
OG0003299		kfl00141_0150, kfl00420_0010	Mp6g01410	pm015642g0010	Pp3c18_5320
OG0003301		kfl00071_0190, kfl00277_0010, kfl00486_0060, kfl00637_0030	Mp4g02090	pm008767g0030, pm010215g0050, pm013574g0010	Pp3c24_10340, Pp3c8_21720
OG0003305		kfl00142_0190	Mp1g07730	pm002496g0070, pm008689g0010, pm021649g0010	Pp3c17_9870
OG0003307		kfl00209_0060	Mp1g07690	pm008640g0010	Pp3c10_10620, Pp3c10_106200, Pp3c10_106201
OG0003308		kfl00261_0110	Mp5g13970	pm005626g0020, pm013865g0020, pm027048g0020	Pp3c26_9780, Pp3c3_10350
OG0003309		kfl00350_0060	Mp5g05300	pm008955g0040	Pp3c14_23800, Pp3c2_5530
OG0003311		kfl00259_0060	Mp1g05360	pm003914g0030, pm017657g0010, pm298148g0010	Pp3c1_13260, Pp3c2_24180
OG0003312		kfl00496_0020	Mp2g16750, Mp4g10210	pm000106g0100, pm000106g0110, pm000271g0070, pm003747g0020	Pp3c5_28880
OG0003313		kfl00411_0050	Mp5g17750	pm001738g0050	Pp3c18_5140, Pp3c18_51400
OG0003338	AT1G03780	kfl00179_0280	Mp6g10410		Pp3c17_11160, Pp3c1_25950, Pp3c23_4540
OG0003348	AT1G07080, AT5G01580	kfl00417_0030	Mp3g21870		Pp3c24_16500, Pp3c8_15640
OG0003350	AT1G07380, AT2G38010, AT5G58980	kfl00402_0020	Mp4g08390		Pp3c18_13580, Pp3c4_11160
OG0003353	AT1G08030		Mp1g24280	pm001859g0040, pm004829g0020, pm018107g0020	Pp3c16_24250
OG0003368	AT1G20880, AT1G76460	kfl00428_0100	Mp8g04430		Pp3c10_3350, Pp3c14_3130
OG0003370	AT1G22882, AT1G71360, AT4G23950	kfl00807_0020	Mp3g12690, Mp6g19620		Pp3c18_19540, Pp3c21_2240
OG0003372	AT1G24400, AT1G25530, AT1G48640, AT1G67640, AT5G40780	kfl00462_0020	Mp6g02000		Pp3c13_12390
OG0003384	AT1G47510	kfl00071_0060	Mp2g00120		Pp3c18_1400, Pp3c21_20640
OG0003393	AT1G54440, AT5G35910	kfl00263_0080	Mp7g12880		Pp3c4_22010
OG0003396	AT1G62250		Mp5g15200	pm027574g0010, pm131058g0010	Pp3c10_11430
OG0003403	AT1G67190	kfl00554_0010	Mp3g11460		Pp3c25_4500, Pp3c25_45000, Pp3c25_45001, Pp3c25_45002, Pp3c25_45003, Pp3c25_45004
OG0003405	AT1G68185		Mp4g00580	pm002386g0010, pm002386g0020	Pp3c14_19600, Pp3c2_12120
OG0003412	AT1G73680, AT3G01420	kfl00273_0060	Mp2g03990, Mp3g21740		Pp3c26_4220
OG0003413	AT1G74210, AT5G08030	kfl00085_0170, kfl00139_0080	Mp1g12660		Pp3c11_24160
OG0003416	AT1G75400, AT2G21500, AT4G39140, AT5G18260	kfl00096_g20	Mp4g07610		Pp3c18_6410, Pp3c19_13250
OG0003423	AT2G04395, AT2G05210	kfl00031_0310	Mp1g26480		Pp3c18_21900
OG0003432	AT2G20830		Mp3g09890	pm000728g0080, pm002704g0050, pm008165g0040	Pp3c2_17510
OG0003434	AT2G24640, AT4G31670	kfl00068_0060	Mp2g05560		Pp3c5_25690, Pp3c6_5860
OG0003439	AT2G28110, AT5G22940	kfl00113_0290	Mp3g13340		Pp3c26_8080, Pp3c3_17750, Pp3c4_17130
OG0003442	AT2G28850, AT2G28860, AT2G34490, AT2G34500	kfl00691_0060	Mp1g00490, Mp6g19120		Pp3c1_11690, Pp3c2_27810
OG0003453	AT2G35320	kfl00673_0020		pm000933g0030, pm002163g0040, pm006064g0010	Pp3c17_17110, Pp3c1_31250, Pp3c2_10940, Pp3c2_15970
OG0003467	AT2G41700	kfl00032_0070, kfl00041_0090	Mp3g20090		Pp3c4_27650, Pp3c5_21220
OG0003468	AT2G44060	kfl00062_0210	Mp1g26580		Pp3c23_18440, Pp3c24_14840, Pp3c8_22670
OG0003474	AT2G46090	kfl00187_0200	Mp6g13910		Pp3c3_23640, Pp3c4_15190
OG0003477	AT2G46880, AT5G57140, AT5G63140	kfl00408_0040	Mp5g16040, Mp8g14380		Pp3c13_7530, Pp3c6_14930, Pp3c7_25580
OG0003480	AT3G02370, AT3G57360	kfl00031_0440	Mp3g01270		Pp3c3_37380
OG0003481	AT3G02510, AT5G16040	kfl00093_0130	Mp8g17940	pm001815g0020, pm006339g0030, pm018034g0020, pm023559g0010, pm055971g0010	
OG0003485	AT3G04740	kfl00082_0190	Mp8g13300		Pp3c9_4280, Pp3c9_5080
